,id,carat,cut,color,clarity,depth,table,x,y,z,price
20742,20743,2.0,Ideal,I,SI2,61.7,56.0,8.0,8.13,4.98,15092
20743,20744,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2384
20744,20745,0.31,Very Good,H,SI1,62.9,56.0,4.27,4.31,2.7,435
20745,20746,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1153
20746,20747,0.39,Premium,G,IF,59.8,55.0,4.84,4.77,2.87,1271
20747,20748,0.72,Very Good,J,SI1,63.0,57.0,5.69,5.74,3.6,1966
20748,20749,0.26,Very Good,D,VS1,60.0,56.0,4.15,4.18,2.5,425
20749,20750,0.7,Very Good,F,SI1,62.3,58.0,5.62,5.78,3.55,2161
20750,20751,1.51,Very Good,D,SI2,63.2,59.0,7.25,7.18,4.56,7915
20751,20752,0.59,Fair,I,VS1,64.4,59.0,5.29,5.21,3.38,1229
20752,20753,0.32,Ideal,G,VS1,60.5,56.0,4.44,4.42,2.68,828
20753,20754,0.32,Ideal,G,VS1,62.1,55.0,4.41,4.38,2.73,828
20754,20755,0.72,Ideal,E,SI1,61.0,57.0,5.77,5.8,3.53,3012
20755,20756,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,874
20756,20757,2.0,Very Good,H,SI2,63.0,59.0,7.94,8.07,5.04,15694
20757,20758,0.52,Ideal,D,SI1,61.8,57.0,5.19,5.14,3.19,1720
20758,20759,0.4,Ideal,E,VVS1,60.6,56.0,4.77,4.8,2.9,1031
20759,20760,0.24,Very Good,I,VVS1,62.3,57.0,3.95,3.98,2.47,336
20760,20761,1.8,Ideal,H,VS1,62.3,56.0,7.79,7.76,4.84,15105
20761,20762,0.93,Premium,F,SI1,61.1,59.0,6.32,6.29,3.85,4182
20762,20763,1.04,Ideal,I,SI1,61.8,59.0,6.46,6.48,4.0,4484
20763,20764,0.9,Ideal,G,SI2,60.7,57.0,6.19,6.33,3.8,4314
20764,20765,0.5,Premium,F,SI2,61.4,61.0,5.14,5.09,3.14,1172
20765,20766,0.5,Premium,E,VS2,63.0,58.0,5.07,5.02,3.18,1583
20766,20767,1.04,Ideal,G,VS2,61.9,57.0,6.5,6.46,4.01,6290
20767,20768,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1220
20768,20769,0.53,Good,E,VS1,63.2,56.0,5.14,5.18,3.26,1776
20769,20770,0.91,Very Good,E,SI1,63.7,59.0,6.13,6.17,3.92,4188
20770,20771,0.51,Very Good,D,VS1,62.2,59.0,5.1,5.13,3.18,1959
20771,20772,2.18,Premium,J,SI1,62.9,59.0,8.25,8.21,5.18,13938
20772,20773,0.6,Very Good,F,SI1,63.2,57.0,5.39,5.33,3.39,1599
20773,20774,0.78,Ideal,F,SI1,61.0,55.0,6.0,5.96,3.65,3036
20774,20775,1.3,Premium,F,SI1,61.1,53.0,7.17,7.04,4.34,8256
20775,20776,0.55,Ideal,G,SI1,60.8,56.0,5.3,5.36,3.24,1429
20776,20777,0.48,Good,G,VS1,58.2,59.2,5.09,5.14,2.98,1228
20777,20778,0.43,Very Good,H,SI1,61.5,58.0,4.8,4.86,2.97,716
20778,20779,0.3,Ideal,I,SI1,61.3,56.0,4.33,4.32,2.65,506
20779,20780,0.42,Very Good,F,VS2,60.1,61.0,4.84,4.88,2.92,790
20780,20781,0.7,Premium,E,SI1,62.4,60.0,5.72,5.63,3.54,2194
20781,20782,0.72,Ideal,E,SI2,60.1,56.0,5.85,5.83,3.51,2674
20782,20783,0.77,Ideal,F,SI2,62.0,56.0,5.92,5.86,3.65,2107
20783,20784,0.4,Ideal,D,VVS1,61.6,56.0,4.74,4.77,2.93,1637
20784,20785,2.02,Very Good,I,SI2,63.3,59.0,7.93,8.0,5.04,11390
20785,20786,0.55,Very Good,F,SI1,,57.0,5.17,5.21,3.3,1271
20786,20787,0.23,Very Good,G,VVS2,62.3,57.0,3.9,3.92,2.43,431
20787,20788,1.15,Premium,H,SI1,60.2,60.0,6.87,6.78,4.11,4772
20788,20789,0.36,Premium,G,VS1,62.2,59.0,4.57,4.53,2.83,932
20789,20790,0.43,Very Good,F,SI1,62.4,57.0,4.79,4.82,3.0,792
20790,20791,0.32,Good,H,SI2,63.8,56.0,4.36,4.38,2.79,403
20791,20792,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,2537
20792,20793,0.9,Premium,G,SI2,58.3,60.0,6.39,6.33,3.71,3377
20793,20794,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10238
20794,20795,0.33,Premium,I,IF,62.1,58.0,4.43,4.39,2.74,891
20795,20796,0.83,Ideal,G,SI1,61.8,55.0,6.05,6.09,3.75,3171
20796,20797,0.3,Very Good,F,SI2,63.3,55.0,4.33,4.29,2.73,506
20797,20798,0.51,Very Good,D,VVS1,,58.0,5.16,5.19,3.1,2834
20798,20799,1.02,Premium,H,I1,62.5,60.0,6.39,6.41,4.0,3141
20799,20800,1.51,Good,J,SI1,64.1,61.0,7.19,7.16,4.6,6511
20800,20801,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,7815
20801,20802,0.32,Premium,G,VS2,58.4,57.0,4.53,4.51,2.64,672
20802,20803,0.3,Good,J,VS1,63.5,58.0,4.24,4.27,2.7,394
20803,20804,1.2,Very Good,G,SI2,59.7,59.0,6.89,6.94,4.13,5116
20804,20805,0.35,Ideal,D,SI1,62.1,57.0,4.49,4.47,2.78,772
20805,20806,0.7,Very Good,F,VS2,61.7,60.0,5.63,5.65,3.48,2744
20806,20807,1.52,Premium,E,SI2,62.0,62.0,7.2,7.13,4.44,8810
20807,20808,1.51,Good,I,VS1,65.8,57.0,7.09,7.17,4.69,8210
20808,20809,2.01,Ideal,H,SI2,60.1,57.0,8.24,8.2,4.94,15562
20809,20810,0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,1864
20810,20811,1.11,Premium,H,SI1,62.5,58.0,6.64,6.61,4.14,5433
20811,20812,1.25,Premium,F,VS2,60.8,58.0,6.98,6.93,4.23,9702
20812,20813,0.51,Premium,F,VS2,61.4,58.0,5.13,5.09,3.14,1619
20813,20814,0.42,Very Good,D,SI1,62.8,58.0,4.76,4.79,3.0,810
20814,20815,0.43,Premium,D,SI1,60.1,58.0,4.89,4.93,2.95,830
20815,20816,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,4515
20816,20817,0.45,Ideal,F,SI1,60.8,56.0,4.97,4.93,3.01,930
20817,20818,0.59,Premium,D,SI2,61.2,60.0,5.42,5.37,3.3,1572
20818,20819,2.13,Premium,F,SI2,61.5,58.0,8.28,8.33,5.11,17045
20819,20820,0.31,Very Good,G,SI1,61.9,56.0,4.34,4.38,2.7,462
20820,20821,0.41,Good,F,VS1,58.0,61.0,4.86,4.9,2.83,891
20821,20822,0.91,Very Good,D,SI1,60.8,60.0,6.24,6.21,3.79,4561
20822,20823,0.53,Premium,H,VS2,,52.0,5.29,5.26,3.24,1412
20823,20824,0.36,Ideal,G,IF,61.6,55.0,4.57,4.59,2.82,1074
20824,20825,2.01,Good,I,SI1,62.2,61.0,7.94,8.01,4.96,15371
20825,20826,0.31,Good,E,VS2,63.4,55.0,4.32,4.35,2.75,544
20826,20827,0.52,Ideal,F,SI2,62.1,55.0,5.14,5.17,3.2,1191
20827,20828,0.33,Very Good,F,VVS2,63.5,54.0,4.42,4.37,2.79,694
20828,20829,0.31,Premium,G,VVS1,61.1,58.0,4.32,4.35,2.65,816
20829,20830,0.9,Very Good,D,VS2,63.3,59.0,6.12,6.17,3.89,4981
20830,20831,1.25,Very Good,J,SI1,62.5,57.0,6.83,6.86,4.28,4702
20831,20832,1.02,Fair,J,SI2,65.0,59.0,6.34,6.24,4.08,3119
20832,20833,0.72,Very Good,G,SI1,63.6,56.0,5.69,5.72,3.63,2170
20833,20834,0.31,Ideal,F,VS1,62.4,55.0,4.37,4.35,2.72,744
20834,20835,0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,3254
20835,20836,0.73,Premium,F,SI2,61.6,58.0,5.79,5.73,3.55,2309
20836,20837,1.06,Very Good,E,VVS2,61.8,58.0,6.52,6.56,4.04,9997
20837,20838,0.32,Ideal,G,VS1,60.7,56.0,4.46,4.43,2.7,773
20838,20839,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,8852
20839,20840,1.51,Very Good,I,SI2,60.6,60.2,7.32,7.37,4.45,7441
20840,20841,0.36,Premium,E,VS1,61.3,58.0,4.58,4.56,2.8,1094
20841,20842,0.32,Ideal,H,VS2,61.7,57.0,4.38,4.4,2.71,529
20842,20843,1.63,Ideal,G,VS1,61.5,57.0,7.58,7.6,4.67,16241
20843,20844,1.05,Ideal,G,VS1,61.2,57.0,6.51,6.55,4.0,8022
20844,20845,1.2,Very Good,J,VS1,59.1,61.0,6.94,7.0,4.12,5016
20845,20846,0.33,Ideal,E,VS2,62.8,56.0,4.45,4.41,2.78,928
20846,20847,0.35,Very Good,D,VS1,63.9,55.0,4.49,4.53,2.88,792
20847,20848,1.0,Good,G,VS1,63.9,55.0,6.34,6.28,4.03,6028
20848,20849,0.36,Ideal,E,VS1,62.0,54.2,4.55,4.58,2.83,863
20849,20850,0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02,1110
20850,20851,1.21,Very Good,I,SI2,62.0,56.0,6.79,6.86,4.23,5111
20851,20852,0.37,Very Good,G,VS2,60.7,57.0,4.64,4.69,2.83,649
20852,20853,0.47,Very Good,F,VVS2,60.9,59.0,4.99,5.03,3.05,1418
20853,20854,0.72,Ideal,I,VS2,62.1,58.0,5.74,5.72,3.57,2347
20854,20855,0.24,Ideal,F,VS2,61.8,57.0,3.97,4.02,2.47,417
20855,20856,0.54,Ideal,D,VS2,60.0,56.0,5.39,5.28,3.2,2177
20856,20857,1.01,Premium,H,SI1,62.4,60.0,6.36,6.33,3.96,4836
20857,20858,0.51,Premium,D,SI2,62.0,58.0,5.08,5.12,3.16,1264
20858,20859,1.21,Premium,F,SI2,61.5,61.0,6.82,6.77,4.18,5387
20859,20860,0.56,Ideal,F,VS2,62.3,55.0,5.28,5.32,3.3,1608
20860,20861,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,11310
20861,20862,0.36,Ideal,D,VS2,62.0,54.0,4.6,4.62,2.86,776
20862,20863,0.73,Ideal,E,SI2,60.4,56.0,5.81,5.89,3.54,2434
20863,20864,0.42,Premium,F,VS2,61.9,58.0,4.8,4.76,2.96,945
20864,20865,1.2,Very Good,D,SI1,60.7,58.0,6.81,6.86,4.15,7191
20865,20866,1.04,Premium,H,SI2,61.5,59.0,6.54,6.51,4.01,4368
20866,20867,0.72,Ideal,E,VS2,60.8,56.0,5.81,5.84,3.54,3304
20867,20868,0.91,Very Good,D,SI1,62.1,59.0,6.1,6.18,3.81,4466
20868,20869,0.34,Ideal,I,SI1,61.9,57.0,4.49,4.52,2.79,459
20869,20870,0.31,Ideal,H,VVS1,61.9,55.0,4.38,4.41,2.72,687
20870,20871,1.41,Ideal,J,SI1,62.3,55.0,7.18,7.21,4.48,6889
20871,20872,1.01,Premium,F,SI2,61.6,58.0,6.39,6.4,3.94,4416
20872,20873,0.38,Premium,G,SI1,60.0,60.0,4.72,4.65,2.81,855
20873,20874,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,5280
20874,20875,1.22,Ideal,G,VS1,62.2,56.0,6.88,6.85,4.27,9292
20875,20876,0.38,Premium,J,SI1,61.3,59.0,4.62,4.68,2.85,513
20876,20877,0.79,Very Good,G,SI2,63.4,60.0,5.83,5.77,3.68,1809
20877,20878,0.53,Ideal,F,VS2,61.7,57.0,5.23,5.21,3.22,1832
20878,20879,1.15,Ideal,G,SI1,62.0,55.0,6.72,6.76,4.18,6313
20879,20880,0.74,Ideal,F,VS1,61.7,56.0,5.83,5.78,3.58,3170
20880,20881,0.53,Ideal,F,VVS2,61.9,56.0,5.18,5.22,3.22,2160
20881,20882,0.99,Fair,J,SI1,55.0,61.0,6.72,6.67,3.68,2812
20882,20883,0.41,Premium,E,SI1,61.3,58.0,4.76,4.8,2.93,755
20883,20884,1.01,Very Good,G,VS2,63.1,57.0,6.39,6.35,4.02,5939
20884,20885,0.7,Premium,E,SI1,60.0,62.0,5.79,5.75,3.46,2444
20885,20886,0.32,Ideal,G,VVS2,61.3,56.0,4.43,4.44,2.72,730
20886,20887,0.91,Premium,E,SI2,61.6,60.0,6.14,6.1,3.77,3846
20887,20888,1.7,Ideal,H,VS1,62.4,55.0,7.61,7.69,4.77,13823
20888,20889,1.14,Premium,H,SI1,62.5,58.0,6.71,6.67,4.18,4948
20889,20890,0.5,Premium,G,VVS1,61.3,57.0,5.15,5.07,3.13,1987
20890,20891,0.33,Ideal,G,IF,62.2,56.0,4.45,4.43,2.76,1052
20891,20892,1.01,Premium,I,SI1,62.7,60.0,6.36,6.27,3.96,2885
20892,20893,2.01,Good,H,SI2,63.7,59.0,7.89,7.84,5.01,12423
20893,20894,0.3,Very Good,E,VVS2,61.1,62.0,4.28,4.33,2.63,622
20894,20895,0.31,Premium,E,VS1,60.5,59.0,4.36,4.37,2.64,734
20895,20896,0.41,Ideal,D,VS2,62.4,55.0,4.79,4.76,2.98,1076
20896,20897,0.75,Premium,D,SI1,62.8,60.0,5.78,5.74,3.62,2903
20897,20898,1.16,Ideal,G,VS2,62.5,56.0,6.67,6.73,4.19,7451
20898,20899,0.4,Very Good,H,VS1,61.3,59.0,4.79,4.74,2.92,818
20899,20900,1.5,Very Good,E,VS2,62.9,56.0,7.31,7.22,4.57,13892
20900,20901,0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960
20901,20902,1.03,Ideal,J,SI1,61.9,56.0,6.45,6.5,4.01,3921
20902,20903,0.3,Ideal,F,VS1,61.5,55.0,4.31,4.34,2.66,612
20903,20904,0.4,Ideal,H,IF,62.7,57.0,4.7,4.68,2.94,1238
20904,20905,0.9,Premium,D,SI1,62.4,61.0,6.17,6.13,3.84,4612
20905,20906,0.57,Very Good,E,VS2,63.0,59.0,5.25,5.29,3.32,1654
20906,20907,0.4,Premium,G,VVS2,61.1,58.0,4.76,4.74,2.9,1050
20907,20908,2.01,Premium,I,VS2,59.5,60.0,8.26,8.21,4.9,13003
20908,20909,0.76,Very Good,F,VVS1,62.1,57.0,5.8,5.83,3.61,4504
20909,20910,1.55,Very Good,F,VS1,61.6,56.0,7.38,7.45,4.57,15658
20910,20911,0.35,Premium,D,SI1,61.0,60.0,4.58,4.54,2.78,827
20911,20912,2.02,Very Good,J,VS2,59.3,60.0,8.28,8.34,4.93,13693
20912,20913,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,565
20913,20914,0.32,Ideal,F,VS2,61.4,57.0,4.4,4.43,2.71,660
20914,20915,1.02,Very Good,F,SI1,63.5,57.0,6.4,6.35,4.05,4678
20915,20916,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,9322
20916,20917,0.78,Very Good,J,SI1,58.0,61.0,6.07,6.13,3.54,2164
20917,20918,1.03,Ideal,F,SI2,62.3,56.0,6.51,6.43,4.03,4268
20918,20919,1.52,Premium,F,SI2,62.3,59.0,7.37,7.33,4.58,8342
20919,20920,0.82,Premium,H,VS2,62.6,59.0,5.99,5.93,3.73,2939
20920,20921,0.53,Premium,G,SI1,61.3,58.0,5.21,5.16,3.18,1363
20921,20922,0.27,Ideal,H,VS1,62.3,54.0,4.16,4.19,2.6,500
20922,20923,1.01,Very Good,E,VVS1,62.3,56.0,6.41,6.47,4.01,10704
20923,20924,0.31,Ideal,E,SI1,61.8,53.9,4.32,4.35,2.68,542
20924,20925,0.5,Premium,F,SI1,59.1,58.0,5.23,5.19,3.08,1286
20925,20926,1.09,Premium,D,SI2,62.8,56.0,6.49,6.45,4.06,4538
20926,20927,0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69,886
20927,20928,1.08,Ideal,E,VVS2,61.8,56.0,6.55,6.59,4.06,10313
20928,20929,0.4,Ideal,E,VS1,59.2,62.0,4.8,4.83,2.85,1180
20929,20930,0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,432
20930,20931,0.29,Very Good,G,VS2,61.7,56.0,4.27,4.3,2.64,471
20931,20932,2.31,Premium,H,SI2,62.1,58.0,8.55,8.47,5.29,12269
20932,20933,1.06,Ideal,I,VS2,61.6,57.0,6.53,6.58,4.04,5748
20933,20934,1.02,Premium,D,SI2,60.3,58.0,6.52,6.48,3.92,4718
20934,20935,0.36,Ideal,D,VS2,61.6,56.0,4.55,4.57,2.81,852
20935,20936,0.41,Ideal,G,IF,62.4,54.0,4.74,4.78,2.97,1367
20936,20937,0.39,Ideal,D,VS1,62.0,57.0,4.71,4.67,2.91,1170
20937,20938,0.33,Ideal,H,IF,61.4,54.0,4.47,4.49,2.75,838
20938,20939,0.44,Ideal,I,VS1,61.8,55.0,4.89,4.92,3.03,807
20939,20940,0.52,Ideal,E,VVS2,61.3,56.0,5.18,5.2,3.18,2675
20940,20941,0.3,Ideal,H,VS2,62.4,55.0,4.28,4.31,2.68,491
20941,20942,1.21,Premium,F,VS2,61.6,58.0,6.88,6.79,4.21,8660
20942,20943,0.41,Premium,E,VVS1,62.9,59.0,4.76,4.72,2.98,1431
20943,20944,0.55,Ideal,F,VS1,61.5,56.0,5.26,5.3,3.25,1896
20944,20945,0.83,Very Good,G,SI2,61.6,57.0,6.02,6.06,3.72,2725
20945,20946,0.31,Premium,D,VS2,62.5,52.0,4.4,4.37,2.74,816
20946,20947,0.31,Ideal,I,IF,61.3,57.0,4.34,4.4,2.68,652
20947,20948,0.9,Premium,H,VS2,61.8,58.0,6.12,6.17,3.8,4155
20948,20949,1.1,Very Good,I,VS2,61.8,58.0,6.59,6.62,4.08,5524
20949,20950,0.7,Very Good,G,VS2,61.8,55.0,5.69,5.74,3.53,3026
20950,20951,0.35,Ideal,E,VS1,61.6,55.1,4.54,4.58,2.81,771
20951,20952,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1333
20952,20953,0.54,Ideal,E,SI1,61.5,56.0,5.31,5.26,3.25,1594
20953,20954,0.35,Ideal,D,VS2,61.3,56.0,4.56,4.54,2.79,1063
20954,20955,0.7,Very Good,F,VS2,62.3,58.0,5.64,5.72,3.54,2812
20955,20956,1.02,Fair,G,SI1,64.5,56.0,6.3,6.23,4.04,4044
20956,20957,1.0,Very Good,G,VS2,60.8,55.0,6.46,6.49,3.94,6296
20957,20958,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,877
20958,20959,0.5,Fair,H,SI1,64.9,54.0,5.01,4.98,3.24,1094
20959,20960,1.01,Very Good,E,VS2,61.1,62.0,6.39,6.5,3.94,6517
20960,20961,0.46,Ideal,F,VS1,62.7,56.0,4.91,4.94,3.09,1418
20961,20962,0.41,Ideal,F,VS1,62.5,57.0,4.76,4.75,2.97,1076
20962,20963,0.34,Premium,H,VS2,60.2,60.0,4.51,4.56,2.73,537
20963,20964,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,578
20964,20965,0.7,Good,I,SI1,63.6,55.0,5.62,5.58,3.56,1995
20965,20966,0.54,Ideal,G,VS1,61.6,56.0,5.24,5.28,3.24,1957
20966,20967,1.0,Premium,F,SI2,61.4,61.0,6.47,6.4,3.95,4749
20967,20968,0.41,Premium,D,VVS2,62.2,58.0,4.78,4.8,2.98,1105
20968,20969,1.12,Ideal,G,VVS2,61.5,57.0,6.65,6.67,4.1,10305
20969,20970,0.34,Ideal,D,VS2,61.4,55.0,4.51,4.54,2.78,967
20970,20971,0.92,Good,D,SI1,63.6,57.0,6.09,6.14,3.89,4158
20971,20972,0.74,Ideal,E,SI1,62.3,58.0,5.74,5.78,3.59,2872
20972,20973,0.53,Premium,D,VS1,60.0,61.0,5.3,5.26,3.17,2147
20973,20974,0.52,Ideal,F,IF,60.6,57.0,5.22,5.21,3.16,2598
20974,20975,0.5,Premium,D,VS2,,59.0,5.09,5.04,3.11,1614
20975,20976,1.11,Ideal,E,SI2,61.2,57.0,6.7,6.74,4.11,4969
20976,20977,2.04,Very Good,J,SI2,63.4,55.0,8.07,8.04,5.11,9482
20977,20978,0.71,Ideal,F,VS1,62.1,57.0,5.73,5.76,3.57,3066
20978,20979,0.91,Very Good,F,SI1,63.5,58.0,6.15,6.1,3.89,3195
20979,20980,1.51,Premium,J,SI1,59.9,60.0,7.46,7.41,4.45,7822
20980,20981,0.31,Ideal,E,VVS2,59.7,61.0,4.4,4.41,2.63,755
20981,20982,0.33,Ideal,H,SI2,61.4,55.0,4.47,4.49,2.75,433
20982,20983,0.71,Premium,E,VS2,59.0,59.0,5.88,5.78,3.44,2735
20983,20984,0.54,Very Good,E,SI2,62.4,57.7,5.19,5.2,3.25,1278
20984,20985,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,5484
20985,20986,0.31,Very Good,D,SI2,62.5,55.0,4.3,4.34,2.7,462
20986,20987,1.51,Fair,D,VS2,66.0,57.0,7.17,7.08,4.7,15152
20987,20988,0.41,Ideal,F,VS1,61.8,56.0,4.75,4.79,2.95,1007
20988,20989,0.79,Very Good,D,SI1,59.7,57.0,5.96,5.99,3.57,3432
20989,20990,1.12,Premium,H,VS1,59.6,57.0,6.82,6.77,4.05,5055
20990,20991,0.9,Fair,D,SI2,64.6,59.0,6.04,6.01,3.89,3847
20991,20992,2.01,Premium,H,SI2,62.3,60.0,7.97,7.95,4.96,14558
20992,20993,0.9,Premium,G,I1,62.3,53.0,6.16,6.12,3.82,1939
20993,20994,0.91,Premium,F,SI2,59.1,60.0,6.36,6.3,3.74,3845
20994,20995,2.01,Very Good,E,SI2,,60.0,8.2,8.24,4.84,17024
20995,20996,0.23,Ideal,G,VVS1,61.9,58.0,3.93,3.96,2.44,536
20996,20997,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9474
20997,20998,0.9,Premium,F,VS1,59.0,58.0,6.33,6.29,3.72,4687
20998,20999,0.3,Ideal,D,VS2,61.8,55.0,4.27,4.3,2.65,736
20999,21000,2.0,Premium,G,SI2,60.8,55.0,8.09,7.95,4.88,13007
21000,21001,0.33,Very Good,D,SI2,60.7,56.0,4.43,4.46,2.7,492
21001,21002,0.53,Ideal,E,VS2,62.1,56.0,5.17,5.2,3.22,1721
21002,21003,0.42,Ideal,G,VS1,61.8,57.0,4.79,4.82,2.97,921
21003,21004,2.01,Good,E,SI2,63.1,58.0,7.89,8.01,5.02,15255
21004,21005,0.51,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,1656
21005,21006,0.73,Ideal,I,VS2,62.1,54.0,5.79,5.8,3.6,2327
21006,21007,0.9,Very Good,G,SI2,62.1,58.0,6.08,6.13,3.79,3303
21007,21008,0.3,Very Good,E,VVS1,63.5,57.0,4.27,4.23,2.7,995
21008,21009,0.31,Ideal,D,VS2,60.7,57.0,4.37,4.4,2.66,803
21009,21010,1.52,Very Good,I,VS1,62.2,63.0,7.26,7.23,4.51,9576
21010,21011,1.21,Premium,J,VVS1,61.3,59.0,6.81,6.86,4.19,5893
21011,21012,0.4,Ideal,I,VS1,61.5,59.0,4.72,4.75,2.91,736
21012,21013,0.72,Premium,I,SI1,62.0,52.0,5.71,5.67,3.53,1922
21013,21014,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,4899
21014,21015,0.32,Ideal,E,VS2,61.9,55.0,4.42,4.43,2.74,702
21015,21016,0.52,Ideal,G,VS1,61.3,56.0,5.17,5.2,3.18,1576
21016,21017,2.42,Ideal,H,SI2,62.3,57.0,8.62,8.55,5.35,16826
21017,21018,0.94,Premium,H,VS2,60.1,59.0,6.32,6.35,3.81,4629
21018,21019,1.21,Good,E,I1,63.3,63.0,6.67,6.72,4.24,3726
21019,21020,0.72,Very Good,D,VS2,61.8,58.0,5.73,5.76,3.55,3075
21020,21021,1.01,Good,H,SI1,60.3,64.0,6.49,6.52,3.92,4242
21021,21022,0.35,Premium,E,SI2,59.9,61.0,4.59,4.56,2.74,672
21022,21023,0.25,Very Good,F,VS1,62.1,58.0,4.0,4.05,2.5,436
21023,21024,0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,1815
21024,21025,0.58,Premium,G,VVS2,59.7,59.0,5.45,5.4,3.24,2095
21025,21026,0.53,Ideal,D,VS2,60.8,56.0,5.24,5.27,3.2,2067
21026,21027,0.31,Ideal,E,VS2,61.7,55.0,4.35,4.37,2.69,642
21027,21028,0.9,Very Good,G,VS1,62.7,56.0,6.1,6.14,3.84,4780
21028,21029,0.72,Ideal,I,VVS2,61.7,55.0,5.71,5.76,3.54,2530
21029,21030,1.52,Very Good,G,VS2,61.9,56.0,7.28,7.39,4.54,13161
21030,21031,0.32,Ideal,D,VS2,60.5,56.0,4.48,4.45,2.7,972
21031,21032,1.0,Premium,H,SI1,61.8,59.0,6.4,6.35,3.94,4150
21032,21033,2.02,Premium,J,SI2,62.7,60.0,7.98,8.1,5.04,11463
21033,21034,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,842
21034,21035,0.9,Very Good,I,SI1,63.2,56.0,6.15,6.12,3.88,3120
21035,21036,0.32,Very Good,G,VS1,62.8,59.0,4.33,4.37,2.73,645
21036,21037,1.21,Very Good,I,SI2,62.1,59.0,6.8,6.86,4.24,4791
21037,21038,1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689
21038,21039,0.77,Very Good,I,VS2,63.4,58.0,5.81,5.74,3.66,2262
21039,21040,1.5,Premium,G,VS2,60.5,59.0,7.39,7.35,4.46,13112
21040,21041,0.36,Premium,H,VS1,60.5,59.0,4.6,4.63,2.79,631
21041,21042,0.7,Very Good,F,VS2,61.6,60.0,5.59,5.65,3.46,2737
21042,21043,0.54,Very Good,E,SI2,63.4,56.0,5.18,5.14,3.27,1250
21043,21044,0.7,Very Good,G,SI2,59.0,62.0,5.79,5.81,3.42,2872
21044,21045,1.02,Very Good,E,VVS2,60.3,58.0,6.53,6.57,3.95,8745
21045,21046,1.5,Very Good,H,SI2,63.0,58.0,7.2,7.25,4.55,7888
21046,21047,0.38,Ideal,G,VS2,61.2,55.0,4.69,4.72,2.88,778
21047,21048,0.35,Premium,E,VS2,61.4,58.0,4.55,4.51,2.78,853
21048,21049,1.12,Very Good,I,VS1,59.6,58.0,6.82,6.77,4.05,5036
21049,21050,0.41,Ideal,D,VS1,61.3,54.0,4.83,4.8,2.95,1230
21050,21051,0.52,Ideal,G,IF,61.7,56.0,5.19,5.15,3.19,2387
21051,21052,0.31,Premium,J,VS1,60.7,60.0,4.39,4.34,2.65,523
21052,21053,0.74,Ideal,D,SI1,61.8,56.0,5.84,5.88,3.62,3517
21053,21054,2.21,Ideal,G,SI2,60.2,60.0,8.38,8.47,5.07,18128
21054,21055,0.5,Good,F,VS2,58.8,64.0,5.21,5.16,3.05,1433
21055,21056,0.9,Premium,F,SI2,60.1,59.0,6.31,6.24,3.77,3704
21056,21057,1.06,Ideal,H,SI2,60.4,57.0,6.64,6.58,3.99,3799
21057,21058,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,394
21058,21059,0.55,Ideal,G,VS1,60.9,55.0,5.29,5.32,3.23,1786
21059,21060,0.52,Premium,E,VS1,61.7,58.0,5.17,5.11,3.17,1819
21060,21061,0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24,2360
21061,21062,0.71,Ideal,E,VS2,62.7,56.0,5.71,5.75,3.59,2891
21062,21063,0.55,Very Good,E,SI2,59.6,57.0,5.34,5.39,3.2,1145
21063,21064,1.0,Ideal,F,SI1,61.5,57.0,6.41,6.46,3.96,5197
