id,carat,cut,color,clarity,depth,table,x,y,z,price
25219,1.08,Ideal,E,SI1,62.6,57.0,6.56,6.53,4.1,5189
2523,0.51,Premium,E,VS2,61.6,58.0,5.18,5.15,3.18,1567
20528,0.34,Premium,G,SI1,59.7,59.0,4.5,4.54,2.7,507
23476,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,872
13784,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
3985,0.35,Ideal,D,VS2,62.4,55.0,4.48,4.52,2.81,829
960,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,3669
11766,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5292
22646,0.78,Very Good,G,SI2,63.8,56.0,5.81,5.85,3.72,2759
6497,0.36,Ideal,F,VS2,62.0,55.0,4.55,4.58,2.83,726
14852,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9266
23554,0.56,Ideal,D,VS2,61.4,57.0,5.36,5.32,3.28,2066
1037,2.01,Good,D,SI2,59.9,65.0,8.0,8.07,4.81,16624
25494,0.72,Very Good,D,VS1,59.4,56.0,5.85,5.9,3.49,3619
5290,0.33,Premium,I,VVS2,61.4,58.0,4.45,4.48,2.74,579
26839,0.53,Ideal,F,VS1,62.0,55.0,5.15,5.2,3.21,1812
11214,0.3,Ideal,F,VVS1,61.5,58.0,4.3,4.32,2.65,814
10791,0.59,Very Good,E,VVS2,59.8,57.0,5.48,5.53,3.29,2214
20079,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,668
13907,0.4,Very Good,F,VVS2,60.5,57.0,4.76,4.79,2.89,982
2387,0.27,Very Good,F,VVS2,62.3,59.0,4.14,4.18,2.59,591
20796,0.83,Ideal,G,SI1,61.8,55.0,6.05,6.09,3.75,3171
16908,0.31,Premium,D,SI1,60.6,59.0,4.39,4.35,2.65,684
5203,0.42,Ideal,D,VS1,61.1,57.0,4.81,4.84,2.95,1179
11030,0.51,Ideal,G,VS1,62.7,56.0,5.08,5.1,3.19,1656
16302,1.47,Fair,F,SI2,65.9,59.0,6.99,6.94,4.59,6108
20799,1.02,Premium,H,I1,62.5,60.0,6.39,6.41,4.0,3141
18315,0.7,Ideal,G,VS1,61.9,57.0,5.7,5.68,3.52,2724
11927,0.32,Very Good,I,VVS2,63.0,57.0,4.33,4.37,2.74,561
5822,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,2130
19220,0.5,Good,G,VS1,59.8,63.0,5.12,5.15,3.07,1645
13076,1.01,Premium,F,SI2,62.8,57.0,6.31,6.24,3.94,4137
9363,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,15450
12771,0.9,Ideal,D,SI1,61.8,57.0,6.22,6.17,3.83,4919
3771,1.53,Premium,I,SI2,62.1,59.0,7.35,7.37,4.57,7539
26131,1.09,Ideal,H,SI1,61.1,57.0,6.62,6.71,4.07,5125
14933,1.2,Very Good,J,SI2,61.8,60.0,6.76,6.83,4.2,4580
11582,1.22,Ideal,J,VS1,61.5,55.0,6.86,6.87,4.22,5649
15471,0.3,Ideal,E,VS2,61.5,55.0,4.31,4.28,2.64,844
16035,1.03,Premium,G,SI1,60.5,60.0,6.52,6.48,3.93,5105
7414,0.54,Ideal,F,VS2,62.2,57.0,5.21,5.24,3.25,1662
5842,1.2,Premium,H,VS2,60.6,58.0,6.82,6.88,4.15,6547
10836,0.53,Ideal,G,VVS2,61.4,57.0,5.19,5.26,3.21,1948
13654,0.31,Ideal,F,VVS1,61.9,55.0,4.37,4.42,2.72,801
14826,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3205
994,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,526
798,1.15,Ideal,E,VVS2,61.5,57.0,6.72,6.75,4.14,12193
9200,0.71,Very Good,G,SI1,57.5,61.0,5.91,5.96,3.41,2644
16953,0.43,Ideal,H,SI1,61.5,57.0,4.88,4.84,2.99,1045
15477,1.25,Premium,G,SI2,61.1,58.0,6.96,6.91,4.24,4340
12379,1.0,Fair,G,VS1,63.1,63.0,6.38,6.29,4.0,4630
14685,1.53,Premium,H,VS1,59.4,59.0,7.58,7.51,4.48,11127
23594,0.9,Ideal,I,SI1,62.3,57.0,6.12,6.15,3.82,3455
3115,0.4,Ideal,E,VVS2,61.5,56.0,4.79,4.74,2.93,1238
24671,0.56,Ideal,G,VS2,61.2,56.0,5.29,5.33,3.25,1580
26384,0.56,Ideal,D,SI1,61.4,57.0,5.31,5.34,3.27,1723
21598,0.51,Ideal,E,SI1,61.7,55.0,5.18,5.2,3.2,1437
19375,1.08,Ideal,G,SI1,61.4,56.0,6.62,6.6,4.06,4771
26127,1.59,Very Good,J,VS1,60.7,59.0,7.49,7.54,4.56,8515
37,1.01,Very Good,G,SI1,62.8,56.0,6.35,6.43,4.01,5049
13209,0.91,Ideal,I,SI2,61.6,57.0,6.24,6.23,3.84,2981
7598,0.41,Premium,I,VVS2,62.1,58.0,4.76,4.78,2.96,827
25206,1.05,Very Good,I,VS2,62.4,59.0,6.48,6.51,4.05,4975
26424,1.54,Premium,H,VS2,61.0,60.0,7.46,7.42,4.54,11177
11605,0.47,Ideal,H,SI1,61.1,55.0,5.04,5.07,3.09,787
12474,0.5,Ideal,F,VS1,61.2,56.0,5.13,5.17,3.15,1695
18526,0.35,Ideal,F,VVS1,61.5,55.0,4.51,4.56,2.79,945
1678,1.1,Very Good,E,SI2,63.3,56.0,6.58,6.53,4.15,4140
22496,0.72,Very Good,G,SI1,62.8,60.0,5.78,5.68,3.6,2396
16193,1.01,Ideal,G,VS1,61.2,57.0,6.47,6.41,3.94,6618
21502,0.3,Ideal,F,VS2,61.6,57.0,4.33,4.3,2.66,776
20365,0.35,Ideal,I,VVS1,61.8,55.0,4.53,4.56,2.81,627
24393,2.17,Ideal,I,SI1,62.1,57.0,8.26,8.32,5.15,16716
8853,1.71,Premium,H,VS2,59.2,61.0,7.83,7.77,4.62,10084
20042,1.07,Premium,G,VS1,61.4,56.0,6.65,6.61,4.07,6076
22854,1.01,Premium,F,IF,62.3,57.0,6.5,6.35,4.0,9627
5749,0.5,Very Good,D,SI1,63.5,57.0,5.09,5.05,3.22,1257
25989,1.03,Very Good,G,I1,63.2,58.0,6.44,6.34,4.04,2988
16729,1.72,Premium,H,SI1,61.4,59.0,7.64,7.71,4.71,12880
17502,0.72,Premium,G,VS2,61.4,57.0,5.83,5.77,3.56,2550
11902,0.71,Premium,F,SI1,62.3,60.0,5.68,5.65,3.53,2458
5697,0.74,Ideal,J,VS1,61.7,57.0,5.79,5.84,3.59,2468
3313,0.38,Ideal,G,SI1,62.1,54.0,4.67,4.64,2.9,969
5158,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,1721
10559,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2297
5944,0.92,Premium,H,VS2,62.4,60.0,6.24,6.16,3.87,4451
7299,1.5,Good,E,SI1,58.9,61.0,7.43,7.5,4.4,11179
4279,0.53,Premium,E,VVS1,60.8,59.0,5.23,5.17,3.16,2514
15253,0.7,Good,F,SI1,57.2,63.0,5.84,5.87,3.35,2401
8870,0.3,Ideal,G,VVS1,61.5,55.0,4.33,4.35,2.67,764
9343,0.31,Premium,F,VS2,59.3,60.0,4.41,4.39,2.61,802
13237,0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,1232
6104,0.72,Premium,J,VS2,62.6,58.0,5.72,5.66,3.56,1814
1861,1.13,Fair,I,VS2,55.9,67.0,7.05,6.94,3.9,4695
6989,0.72,Premium,E,SI2,61.7,58.0,5.79,5.74,3.56,2125
14153,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,1657
20316,1.71,Ideal,G,SI1,62.1,56.0,7.65,7.61,4.74,13196
10043,0.23,Very Good,E,VVS1,62.4,54.0,3.95,3.98,2.47,583
6481,0.37,Premium,E,VS2,61.5,58.0,4.66,4.61,2.85,1041
12757,1.01,Premium,E,SI1,59.8,59.0,6.52,6.48,3.89,5543
193,1.01,Very Good,I,SI2,63.2,58.0,6.34,6.31,4.0,3309
1075,0.38,Very Good,D,VVS2,63.8,57.0,4.57,4.61,2.93,1030
25429,0.64,Very Good,F,SI1,60.7,59.0,5.51,5.59,3.37,1688
17015,1.0,Good,I,SI2,63.9,60.0,6.3,6.26,4.01,3528
8190,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,10372
7334,0.44,Good,D,VS2,60.6,64.0,4.97,4.89,2.99,1238
19703,1.01,Fair,I,SI1,65.5,58.0,6.28,6.24,4.1,3280
21721,1.25,Ideal,G,VVS1,61.3,56.0,6.95,6.98,4.28,10996
6679,0.57,Ideal,F,VS2,61.3,57.0,5.35,5.39,3.29,1612
22882,0.3,Premium,E,VVS2,60.8,60.0,4.31,4.27,2.61,1013
21736,0.3,Ideal,G,IF,61.0,57.0,4.31,4.34,2.64,863
5771,2.01,Good,I,VS2,63.8,58.0,7.82,7.89,5.01,15147
5984,0.32,Ideal,H,IF,61.6,56.0,4.4,4.43,2.72,796
16056,0.34,Premium,I,SI1,62.7,58.0,4.4,4.43,2.77,447
9533,0.86,Very Good,G,SI2,62.6,56.0,6.01,6.07,3.78,2967
5566,1.16,Premium,H,SI2,60.2,59.0,6.84,6.78,4.1,4872
6979,0.31,Ideal,H,VVS1,62.0,54.2,4.35,4.39,2.71,660
6726,0.9,Very Good,F,SI2,60.8,55.0,6.25,6.28,3.81,3552
13438,0.32,Good,H,SI2,63.2,55.0,4.34,4.36,2.75,393
16038,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,1656
25467,1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,4191
2646,0.36,Premium,F,VVS2,62.7,58.0,4.51,4.55,2.84,766
12944,1.03,Very Good,J,VS1,63.4,58.0,6.36,6.42,4.05,4292
22957,0.26,Premium,H,VVS1,59.8,59.0,4.17,4.12,2.48,600
15175,1.01,Premium,H,VS2,61.6,59.0,6.39,6.41,3.94,5166
7183,1.22,Ideal,G,VVS2,62.3,56.0,6.81,6.84,4.25,10038
8955,0.33,Ideal,F,IF,61.2,56.0,4.48,4.5,2.75,957
26534,0.9,Premium,E,SI1,59.0,59.0,6.34,6.3,3.73,3508
11967,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2398
9123,0.3,Premium,J,VS1,61.9,56.0,4.32,4.28,2.66,506
20490,0.34,Premium,F,VS1,60.0,59.0,4.59,4.55,2.74,725
14095,0.78,Ideal,E,SI1,62.7,56.0,5.88,5.83,3.67,2664
24314,0.61,Ideal,E,I1,63.4,57.0,5.43,5.37,3.42,1255
23288,0.39,Ideal,F,IF,61.0,56.0,4.72,4.75,2.89,1377
3193,0.32,Ideal,I,VS2,61.5,56.0,4.41,4.4,2.71,576
9688,1.25,Premium,H,SI2,61.6,54.0,6.95,6.85,4.25,5740
11740,0.72,Very Good,G,SI1,62.4,59.0,5.67,5.7,3.55,2482
7428,0.32,Ideal,D,SI2,61.7,55.0,4.4,4.38,2.71,612
22724,1.0,Ideal,H,VS2,62.5,56.0,6.41,6.33,3.98,5139
5192,1.18,Premium,J,SI2,61.3,60.0,6.83,6.78,4.17,4274
19106,0.72,Very Good,I,SI2,63.2,62.0,5.71,5.67,3.59,1814
17585,0.35,Premium,D,SI1,61.8,59.0,4.56,4.54,2.81,827
9354,1.2,Premium,E,SI1,,57.0,6.98,6.84,4.17,7362
7233,0.3,Very Good,D,SI1,62.6,56.0,4.24,4.29,2.67,552
2677,0.71,Premium,I,VS1,,59.0,5.75,5.71,3.58,2202
12475,0.7,Very Good,I,SI1,61.1,56.0,5.74,5.75,3.51,2021
4482,0.72,Ideal,F,SI1,62.1,55.0,5.73,5.8,3.58,2440
2710,0.34,Premium,E,VS1,59.9,58.0,4.54,4.58,2.73,805
23766,0.31,Premium,E,VVS1,61.5,58.0,4.37,4.35,2.68,988
26682,0.53,Premium,F,SI1,62.2,58.0,5.19,5.16,3.22,1266
8012,0.78,Ideal,G,SI2,61.5,56.0,5.94,5.97,3.66,2706
12257,0.51,Very Good,G,VS1,62.4,60.0,5.05,5.08,3.16,1752
24220,0.55,Ideal,F,SI1,61.8,55.0,5.22,5.27,3.24,1316
12256,0.3,Ideal,G,VS1,61.9,56.0,4.34,4.29,2.67,776
26367,1.55,Very Good,H,SI1,63.2,57.0,7.35,7.31,4.64,7066
3783,1.51,Very Good,G,VS1,62.9,58.0,7.32,7.41,4.63,13378
7381,0.59,Premium,I,SI1,62.8,59.0,5.36,5.34,3.36,1217
25244,0.38,Premium,D,VS2,58.7,61.0,4.77,4.74,2.79,1117
20947,0.31,Ideal,I,IF,61.3,57.0,4.34,4.4,2.68,652
13569,0.41,Ideal,G,VS2,62.7,56.0,4.77,4.74,2.98,1061
3411,1.5,Very Good,J,VS2,60.5,63.0,7.32,7.27,4.41,7308
23149,2.02,Premium,I,VS2,,58.0,8.29,8.25,4.89,13068
12546,0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,4924
5343,0.79,Ideal,F,SI1,61.3,56.0,5.96,6.01,3.67,3163
2169,0.42,Ideal,E,SI1,61.8,56.0,4.8,4.84,2.98,931
6609,1.15,Ideal,J,VS1,61.5,55.0,6.81,6.76,4.17,5152
7203,0.43,Premium,F,VS1,61.0,57.0,4.89,4.84,2.97,1129
19058,0.59,Ideal,D,SI1,61.3,59.0,5.36,5.4,3.3,1793
15922,1.21,Premium,F,VS1,60.1,58.0,6.98,6.89,4.17,9448
16399,1.51,Premium,F,VS2,63.0,56.0,7.3,7.26,4.59,13248
16321,0.55,Ideal,D,VVS2,61.1,57.0,5.32,5.29,3.24,2644
25264,0.7,Very Good,H,VS2,61.4,54.0,5.77,5.66,3.51,2138
22314,0.7,Premium,G,SI1,63.0,59.0,5.64,5.6,3.54,2150
25539,0.32,Premium,H,VS1,62.4,58.0,4.4,4.35,2.73,720
19917,1.05,Ideal,J,SI2,62.3,54.0,6.52,6.55,4.07,4126
16168,1.21,Ideal,I,SI2,60.6,56.0,6.94,6.92,4.2,5184
12092,0.3,Very Good,E,VS2,62.0,58.0,4.26,4.29,2.65,658
12109,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5166
1895,0.5,Very Good,H,VS1,64.6,56.0,4.97,5.06,3.24,1426
4608,0.75,Very Good,E,SI1,62.3,58.0,5.78,5.81,3.61,2923
16130,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,18398
13708,1.52,Premium,I,VS2,61.7,61.0,7.35,7.3,4.52,6793
19402,0.58,Very Good,E,SI1,61.5,58.0,5.31,5.36,3.28,1424
11507,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,698
11722,0.79,Very Good,H,SI2,63.2,55.0,5.93,5.9,3.74,2348
5600,0.7,Good,E,VS1,60.2,61.0,5.71,5.75,3.45,3018
11764,1.01,Good,E,SI2,63.3,58.0,6.37,6.39,4.04,4355
22082,2.23,Premium,J,SI1,62.1,59.0,8.29,8.33,5.16,13069
17490,0.32,Ideal,H,VS2,61.3,55.0,4.44,4.4,2.71,648
18132,0.55,Ideal,F,SI2,61.1,56.0,5.25,5.33,3.24,1313
8852,0.7,Ideal,H,VS1,61.7,57.0,5.66,5.7,3.5,3185
19170,1.52,Premium,H,VVS2,61.2,58.0,7.48,7.41,4.56,11979
15400,0.34,Premium,H,VS2,61.1,58.0,4.5,4.47,2.74,689
18794,1.07,Very Good,F,IF,59.4,59.0,6.64,6.7,3.96,11019
6420,0.72,Ideal,F,VS1,62.5,54.0,5.73,5.76,3.59,3330
16057,0.41,Premium,E,SI1,60.4,58.0,4.79,4.75,2.88,930
2453,0.32,Premium,H,VVS2,61.0,58.0,4.44,4.41,2.7,828
23079,0.31,Good,D,SI2,63.6,54.0,4.31,4.34,2.75,462
7202,0.32,Ideal,I,VS1,61.3,56.0,4.43,4.45,2.72,523
24215,0.53,Ideal,G,VVS1,61.6,57.0,5.2,5.22,3.21,2153
6661,0.73,Ideal,F,VS2,62.7,58.0,5.72,5.77,3.6,2939
17458,0.31,Ideal,G,VS2,62.0,57.0,4.34,4.37,2.7,544
13259,1.06,Ideal,H,VS2,62.3,53.0,6.58,6.56,4.09,6619
16674,0.48,Very Good,D,IF,60.6,55.0,5.08,5.12,3.09,2677
23060,1.21,Very Good,I,SI2,60.0,58.0,6.89,6.97,4.16,4929
10888,2.18,Premium,J,VS2,60.1,58.0,8.46,8.41,5.07,15465
25241,0.32,Ideal,D,VS2,62.2,56.0,4.39,4.36,2.72,972
4752,0.34,Good,I,VVS2,63.1,56.0,4.43,4.47,2.81,596
15632,1.51,Premium,J,SI1,61.2,62.0,7.36,7.32,4.49,6976
13366,0.72,Very Good,F,VS1,62.1,59.0,5.69,5.74,3.55,3059
8212,0.3,Good,G,VVS2,63.3,57.0,4.23,4.27,2.69,684
16959,0.58,Ideal,J,SI1,61.5,55.0,5.36,5.4,3.31,1089
16065,0.57,Ideal,G,VS2,60.7,56.0,5.4,5.37,3.27,1313
12051,0.33,Ideal,H,SI2,61.4,56.0,4.85,4.79,2.95,554
22832,1.01,Ideal,D,SI2,61.3,54.0,6.47,6.52,3.99,4916
14055,1.5,Fair,D,SI2,68.8,57.0,6.9,6.86,4.73,7469
26886,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1316
7388,0.5,Ideal,E,SI2,62.5,57.0,5.07,5.04,3.16,1240
17950,0.7,Premium,E,VS2,60.8,58.0,5.7,5.74,3.48,2673
8419,0.41,Ideal,D,SI2,62.6,57.0,4.77,4.72,2.97,841
741,0.6,Very Good,J,VS1,62.6,56.0,5.37,5.41,3.37,1378
15834,0.31,Ideal,F,IF,61.1,55.0,4.41,4.43,2.7,901
16917,0.46,Ideal,I,VS1,62.3,56.0,4.93,4.96,3.08,911
20714,0.41,Ideal,E,VS1,61.8,55.0,4.8,4.75,2.95,1153
2525,2.07,Ideal,G,SI2,62.0,55.0,8.23,8.13,5.07,17095
4135,1.0,Ideal,E,SI1,61.7,57.0,6.39,6.42,3.95,5555
24898,1.51,Premium,I,SI2,60.4,56.0,7.4,7.36,4.46,7577
20396,1.06,Very Good,G,VVS2,62.9,56.0,6.56,6.6,4.14,7695
6440,0.38,Good,D,VS1,63.4,55.0,4.61,4.64,2.93,853
17887,0.71,Very Good,G,VS1,62.0,53.0,5.72,5.76,3.56,3425
24526,0.8,Premium,G,SI2,59.7,62.0,6.02,5.98,3.58,2484
25398,1.71,Ideal,J,VS1,61.6,57.0,7.67,7.62,4.71,10821
1060,0.32,Premium,G,VVS2,61.2,59.0,4.44,4.39,2.7,936
4047,1.16,Ideal,F,SI1,62.6,58.0,6.68,6.73,4.2,6768
14040,0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,530
10621,1.49,Premium,G,VS1,60.8,62.0,7.41,7.36,4.49,12900
25804,0.58,Very Good,E,IF,60.6,59.0,5.37,5.43,3.27,2852
12526,0.27,Very Good,F,VVS1,61.8,56.0,4.15,4.17,2.57,682
21175,0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,2999
14881,0.3,Ideal,D,VS2,62.0,56.0,4.35,4.33,2.69,911
24027,0.9,Good,E,SI1,64.3,62.0,6.0,6.07,3.88,3400
15929,0.37,Premium,J,VS2,61.1,60.0,4.6,4.63,2.82,454
23490,1.22,Ideal,F,VS1,61.5,56.0,6.84,6.89,4.22,9581
7944,0.35,Very Good,F,IF,62.0,54.0,4.55,4.58,2.83,1027
21515,0.53,Ideal,F,VS1,62.1,57.0,5.21,5.16,3.22,1908
19664,0.5,Ideal,H,SI1,59.2,62.0,5.17,5.2,3.07,1160
13440,1.25,Ideal,E,SI2,62.3,57.0,6.83,6.88,4.27,6670
490,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6387
21660,1.31,Good,H,SI2,,57.0,6.9,6.84,4.41,5429
1687,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,7616
10243,0.4,Very Good,E,VS1,60.3,58.0,4.8,4.82,2.9,980
13761,0.31,Ideal,F,VS2,61.3,57.0,4.34,4.3,2.65,802
503,0.3,Ideal,F,VS1,61.7,56.0,4.32,4.34,2.67,570
12221,1.21,Premium,D,VS1,60.2,59.0,6.89,6.86,4.14,10083
3857,0.54,Ideal,H,VS1,61.2,55.0,5.25,5.31,3.23,1454
25486,0.72,Ideal,F,VS2,61.8,59.0,5.71,5.74,3.54,2931
3935,0.83,Ideal,I,SI2,61.2,59.0,6.03,6.06,3.7,2444
17474,1.22,Premium,H,SI1,61.9,56.0,6.89,6.84,4.25,6354
794,1.26,Premium,G,SI2,59.1,59.0,7.09,7.05,4.18,5899
2417,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,997
6625,0.5,Very Good,E,SI2,62.8,55.0,5.05,5.08,3.18,1077
15143,0.56,Premium,G,SI2,60.0,60.0,5.48,5.42,3.11,1208
10016,0.42,Premium,G,SI1,62.2,58.0,4.75,4.73,2.95,945
18803,1.24,Premium,H,SI2,59.9,60.0,7.02,7.0,4.2,5694
1958,0.7,Very Good,E,SI2,59.8,58.0,5.74,5.76,3.44,2335
2812,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,3607
21319,0.36,Premium,F,VS2,61.4,58.0,4.56,4.6,2.81,726
13439,1.03,Ideal,I,VS1,61.3,53.0,6.54,6.57,4.01,5181
23694,0.54,Ideal,G,SI1,60.0,57.0,5.31,5.36,3.2,1999
16905,1.71,Very Good,I,SI1,62.4,59.0,7.63,7.6,4.75,10681
21463,0.31,Ideal,E,VVS1,62.4,56.0,4.35,4.37,2.72,801
11688,0.41,Ideal,I,VVS2,62.3,56.0,4.77,4.73,2.96,1061
18020,0.52,Ideal,H,VS1,62.0,55.4,5.16,5.21,3.21,1575
4385,0.32,Ideal,F,IF,62.5,54.0,4.38,4.42,2.75,943
16567,1.21,Premium,I,SI1,62.0,56.0,6.89,6.83,4.25,5285
24278,0.4,Premium,F,VS1,60.5,60.0,4.76,4.8,2.89,982
23179,0.56,Ideal,D,VS2,60.6,56.0,5.37,5.33,3.24,2066
19943,0.45,Ideal,H,VS1,62.0,54.0,4.92,4.95,3.06,888
5479,0.5,Premium,G,I1,62.2,59.0,5.07,5.03,3.14,1020
11155,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,17024
19381,1.12,Premium,J,SI2,60.6,59.0,6.68,6.61,4.03,2898
20508,0.73,Very Good,F,SI1,60.4,57.0,5.86,5.89,3.55,2549
10244,1.51,Fair,J,VS1,65.2,56.0,7.16,7.11,4.65,7139
21409,1.23,Premium,F,VVS2,61.6,59.0,6.9,6.8,4.22,11534
5121,0.26,Very Good,F,VVS1,61.3,58.0,4.13,4.16,2.54,562
14287,0.3,Very Good,I,VS1,63.0,53.0,4.26,4.31,2.7,473
6303,0.31,Ideal,F,IF,61.5,55.0,4.34,4.37,2.68,1061
7219,0.5,Premium,F,VS2,62.7,59.0,5.05,5.09,3.18,1436
6572,0.9,Good,H,VVS1,64.3,59.0,6.04,6.09,3.9,4381
26557,1.07,Ideal,H,SI2,61.0,55.0,6.62,6.65,4.05,4604
8536,1.5,Premium,F,VS1,62.6,58.0,7.31,7.26,4.56,14918
23928,0.9,Very Good,E,SI1,62.0,62.0,6.11,6.21,3.82,4144
7742,0.76,Ideal,F,SI1,62.7,57.0,5.82,5.85,3.66,2607
13794,0.73,Ideal,H,SI1,61.5,55.0,5.79,5.84,3.57,2605
12350,1.01,Premium,H,SI2,61.9,61.0,6.34,6.29,3.91,3394
4959,1.82,Premium,H,SI1,62.0,59.0,7.81,7.77,4.83,14949
18223,0.31,Ideal,G,IF,61.0,56.0,4.37,4.39,2.67,924
25512,0.3,Premium,H,VVS1,62.5,59.0,4.29,4.26,2.67,878
21053,0.74,Ideal,D,SI1,61.8,56.0,5.84,5.88,3.62,3517
10510,0.28,Ideal,G,VVS1,61.8,55.0,4.19,4.23,2.6,650
12218,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,1664
8678,0.31,Premium,G,VS1,62.4,59.0,4.34,4.32,2.7,802
8349,0.7,Fair,H,VS2,67.8,56.0,5.42,5.38,3.66,2351
12617,1.2,Premium,H,SI2,59.6,60.0,6.91,6.84,4.1,4906
13568,0.31,Very Good,G,VS2,63.0,54.0,4.33,4.37,2.74,544
447,0.7,Good,F,VS1,59.4,62.0,5.71,5.76,3.4,2759
3905,2.0,Very Good,E,SI1,60.5,59.0,8.09,8.14,4.94,18709
4892,1.73,Very Good,I,SI1,60.9,59.0,7.71,7.68,4.69,11554
26330,2.01,Very Good,I,VS2,59.2,62.0,8.14,8.17,4.83,16626
19036,1.04,Ideal,I,SI1,59.7,56.0,6.6,6.54,3.92,3669
12454,1.5,Good,G,SI2,63.7,58.0,7.15,7.22,4.58,7216
16876,0.3,Ideal,H,VVS2,61.5,56.0,4.34,4.38,2.68,581
25354,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,1851
26446,0.76,Very Good,H,SI1,62.6,58.0,5.76,5.84,3.63,2396
20613,0.72,Good,G,VS1,,57.8,5.85,5.87,3.4,2958
10019,0.54,Premium,E,VS2,59.2,58.0,5.35,5.32,3.16,1847
2899,0.55,Very Good,G,VVS2,57.1,63.0,5.39,5.47,3.1,1879
21229,1.5,Ideal,F,VS2,62.4,55.0,7.31,7.25,4.54,14199
5335,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,936
16122,0.32,Ideal,D,VS2,62.6,57.0,4.37,4.41,2.75,758
9604,1.58,Ideal,E,VS2,62.7,56.0,7.45,7.55,4.7,15579
9117,1.02,Ideal,E,SI2,61.6,55.0,6.46,6.52,4.0,4824
4473,1.14,Good,I,SI1,63.5,56.0,6.58,6.62,4.19,4702
19191,0.32,Very Good,G,SI1,61.0,61.0,4.38,4.41,2.68,477
26397,0.32,Very Good,E,VVS1,60.4,57.0,4.42,4.46,2.68,917
19156,1.01,Premium,G,VVS2,61.4,58.0,6.46,6.51,3.98,6843
10287,0.34,Premium,H,VVS1,61.1,59.0,4.48,4.52,2.75,775
25556,1.28,Ideal,G,VVS2,61.2,54.0,7.03,7.06,4.31,10839
11484,0.31,Ideal,D,VS2,62.5,56.0,4.32,4.29,2.69,942
11047,0.27,Very Good,E,VVS2,60.9,58.0,4.14,4.17,2.53,620
17291,1.74,Ideal,J,VS1,61.1,56.0,7.85,7.79,4.78,11194
17925,0.41,Very Good,F,VS2,62.8,58.0,4.69,4.73,2.96,863
14790,0.25,Very Good,E,VVS2,63.0,57.0,4.0,4.06,2.54,575
16195,1.01,Very Good,G,VS2,62.5,57.0,6.37,6.4,3.99,5679
24008,0.74,Premium,H,SI1,60.9,60.0,5.81,5.75,3.52,2201
26101,1.11,Ideal,G,SI2,60.7,59.0,6.72,6.76,4.09,5231
22792,1.01,Good,E,SI1,63.7,58.0,6.36,6.32,4.04,5226
229,1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,7870
2863,0.72,Ideal,F,SI2,61.2,58.0,5.72,5.78,3.52,2300
6051,0.41,Ideal,F,SI2,62.0,53.0,4.77,4.81,2.97,612
5460,1.02,Good,J,SI2,63.4,56.0,6.36,6.42,4.05,3534
19648,0.33,Ideal,E,VVS1,62.2,55.0,4.42,4.46,2.76,986
2800,2.06,Premium,H,SI1,62.4,59.0,8.11,8.07,5.05,14863
5513,0.33,Premium,G,VVS1,60.9,58.0,4.47,4.43,2.71,1114
309,0.84,Good,G,VS1,63.6,57.0,5.98,5.93,3.79,3316
8994,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,3427
